,Bleaching,Threshold,num_bits_addr,accuracy
850,False,60,31,0.54
851,False,65,31,0.53
852,False,70,31,0.54
853,False,75,31,0.52
854,False,80,31,0.51
855,False,85,31,0.5
856,False,90,31,0.51
857,False,95,31,0.49
858,False,100,31,0.5
859,False,105,31,0.49
860,False,110,31,0.49
861,False,115,31,0.49
862,False,120,31,0.47
863,False,125,31,0.47
864,False,130,31,0.47
865,False,135,31,0.48
866,False,140,31,0.5
867,False,145,31,0.5
868,False,10,32,0.52
869,False,15,32,0.66
870,False,20,32,0.67
871,False,25,32,0.73
872,False,30,32,0.71
873,False,35,32,0.7
874,False,40,32,0.73
875,False,45,32,0.71
876,False,50,32,0.69
877,False,55,32,0.68
878,False,60,32,0.66
879,False,65,32,0.65
880,False,70,32,0.66
881,False,75,32,0.66
882,False,80,32,0.66
883,False,85,32,0.67
884,False,90,32,0.63
885,False,95,32,0.65
886,False,100,32,0.67
887,False,105,32,0.65
888,False,110,32,0.65
889,False,115,32,0.63
890,False,120,32,0.62
891,False,125,32,0.6
892,False,130,32,0.62
893,False,135,32,0.58
894,False,140,32,0.58
895,False,145,32,0.58
896,False,10,33,0.6
897,False,15,33,0.73
898,False,20,33,0.74
899,False,25,33,0.72
900,False,30,33,0.75
901,False,35,33,0.7
902,False,40,33,0.69
903,False,45,33,0.71
904,False,50,33,0.71
905,False,55,33,0.74
906,False,60,33,0.69
907,False,65,33,0.67
908,False,70,33,0.66
909,False,75,33,0.66
910,False,80,33,0.68
911,False,85,33,0.67
912,False,90,33,0.64
913,False,95,33,0.65
914,False,100,33,0.67
915,False,105,33,0.66
916,False,110,33,0.65
917,False,115,33,0.66
918,False,120,33,0.64
919,False,125,33,0.63
920,False,130,33,0.63
921,False,135,33,0.61
922,False,140,33,0.6
923,False,145,33,0.59
924,False,10,34,0.2
925,False,15,34,0.31
926,False,20,34,0.39
927,False,25,34,0.41
928,False,30,34,0.4
929,False,35,34,0.4
930,False,40,34,0.4
931,False,45,34,0.41
932,False,50,34,0.42
933,False,55,34,0.43
934,False,60,34,0.43
935,False,65,34,0.43
936,False,70,34,0.43
937,False,75,34,0.43
938,False,80,34,0.41
939,False,85,34,0.41
940,False,90,34,0.41
941,False,95,34,0.4
942,False,100,34,0.4
943,False,105,34,0.4
944,False,110,34,0.41
945,False,115,34,0.41
946,False,120,34,0.41
947,False,125,34,0.41
948,False,130,34,0.42
949,False,135,34,0.41
950,False,140,34,0.41
951,False,145,34,0.41
952,False,10,35,0.44
953,False,15,35,0.59
954,False,20,35,0.61
955,False,25,35,0.64
956,False,30,35,0.62
957,False,35,35,0.64
958,False,40,35,0.65
959,False,45,35,0.64
960,False,50,35,0.64
961,False,55,35,0.64
962,False,60,35,0.6
963,False,65,35,0.61
964,False,70,35,0.61
965,False,75,35,0.61
966,False,80,35,0.61
967,False,85,35,0.6
968,False,90,35,0.62
969,False,95,35,0.59
970,False,100,35,0.59
971,False,105,35,0.59
972,False,110,35,0.59
973,False,115,35,0.59
974,False,120,35,0.59
975,False,125,35,0.58
976,False,130,35,0.57
977,False,135,35,0.57
978,False,140,35,0.56
979,False,145,35,0.59
980,False,10,36,0.57
981,False,15,36,0.66
982,False,20,36,0.65
983,False,25,36,0.72
984,False,30,36,0.73
985,False,35,36,0.72
986,False,40,36,0.72
987,False,45,36,0.7
988,False,50,36,0.64
989,False,55,36,0.66
990,False,60,36,0.66
991,False,65,36,0.66
992,False,70,36,0.68
993,False,75,36,0.62
994,False,80,36,0.62
995,False,85,36,0.61
996,False,90,36,0.62
997,False,95,36,0.62
998,False,100,36,0.64
999,False,105,36,0.61
1000,False,110,36,0.6
1001,False,115,36,0.61
1002,False,120,36,0.61
1003,False,125,36,0.58
1004,False,130,36,0.55
1005,False,135,36,0.53
1006,False,140,36,0.56
1007,False,145,36,0.58
1008,False,10,37,0.4
1009,False,15,37,0.47
1010,False,20,37,0.56
1011,False,25,37,0.56
1012,False,30,37,0.55
1013,False,35,37,0.53
1014,False,40,37,0.55
1015,False,45,37,0.55
1016,False,50,37,0.56
1017,False,55,37,0.51
1018,False,60,37,0.51
1019,False,65,37,0.52
1020,False,70,37,0.5
1021,False,75,37,0.46
1022,False,80,37,0.46
1023,False,85,37,0.47
1024,False,90,37,0.48
1025,False,95,37,0.43
1026,False,100,37,0.44
1027,False,105,37,0.44
1028,False,110,37,0.45
1029,False,115,37,0.44
1030,False,120,37,0.43
1031,False,125,37,0.44
1032,False,130,37,0.44
1033,False,135,37,0.44
1034,False,140,37,0.47
1035,False,145,37,0.45
1036,False,10,38,0.55
1037,False,15,38,0.62
1038,False,20,38,0.72
1039,False,25,38,0.73
1040,False,30,38,0.74
1041,False,35,38,0.75
1042,False,40,38,0.74
1043,False,45,38,0.74
1044,False,50,38,0.7
1045,False,55,38,0.7
1046,False,60,38,0.69
1047,False,65,38,0.7
1048,False,70,38,0.69
1049,False,75,38,0.66
1050,False,80,38,0.62
1051,False,85,38,0.6
1052,False,90,38,0.59
1053,False,95,38,0.62
1054,False,100,38,0.61
1055,False,105,38,0.58
1056,False,110,38,0.57
1057,False,115,38,0.59
1058,False,120,38,0.56
1059,False,125,38,0.55
1060,False,130,38,0.57
1061,False,135,38,0.55
1062,False,140,38,0.54
1063,False,145,38,0.54
1064,False,10,39,0.31
1065,False,15,39,0.32
1066,False,20,39,0.31
1067,False,25,39,0.31
1068,False,30,39,0.3
1069,False,35,39,0.3
1070,False,40,39,0.3
1071,False,45,39,0.3
1072,False,50,39,0.31
1073,False,55,39,0.3
1074,False,60,39,0.3
1075,False,65,39,0.3
1076,False,70,39,0.3
1077,False,75,39,0.3
1078,False,80,39,0.29
1079,False,85,39,0.3
1080,False,90,39,0.3
1081,False,95,39,0.3
1082,False,100,39,0.32
1083,False,105,39,0.32
1084,False,110,39,0.31
1085,False,115,39,0.32
1086,False,120,39,0.32
1087,False,125,39,0.32
1088,False,130,39,0.31
1089,False,135,39,0.3
1090,False,140,39,0.3
1091,False,145,39,0.3
1092,False,10,40,0.54
1093,False,15,40,0.65
1094,False,20,40,0.66
1095,False,25,40,0.65
1096,False,30,40,0.66
1097,False,35,40,0.67
1098,False,40,40,0.67
1099,False,45,40,0.64
1100,False,50,40,0.62
1101,False,55,40,0.62
1102,False,60,40,0.61
1103,False,65,40,0.63
1104,False,70,40,0.61
1105,False,75,40,0.62
1106,False,80,40,0.61
1107,False,85,40,0.6
1108,False,90,40,0.58
1109,False,95,40,0.63
1110,False,100,40,0.59
1111,False,105,40,0.61
1112,False,110,40,0.63
1113,False,115,40,0.63
1114,False,120,40,0.63
1115,False,125,40,0.62
1116,False,130,40,0.59
1117,False,135,40,0.59
1118,False,140,40,0.6
1119,False,145,40,0.58
1120,False,10,41,0.37
1121,False,15,41,0.41
1122,False,20,41,0.42
1123,False,25,41,0.47
1124,False,30,41,0.48
1125,False,35,41,0.47
1126,False,40,41,0.5
1127,False,45,41,0.48
1128,False,50,41,0.49
1129,False,55,41,0.49
1130,False,60,41,0.49
1131,False,65,41,0.5
1132,False,70,41,0.5
1133,False,75,41,0.51
1134,False,80,41,0.46
1135,False,85,41,0.48
1136,False,90,41,0.48
1137,False,95,41,0.46
1138,False,100,41,0.45
1139,False,105,41,0.47
1140,False,110,41,0.46
1141,False,115,41,0.48
1142,False,120,41,0.47
1143,False,125,41,0.46
1144,False,130,41,0.43
1145,False,135,41,0.44
